book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
4695,31862,31862,2342366,73,872204200,9780872204200.0,"René Descartes, Donald A. Cress",1637.0,Discours de la Méthode suivi de Méditations Métaphysiques,Discourse on Method and Meditations on First Philosophy,eng,3.67,20522,21289,306,651,1997,6288,7044,5309,https://images.gr-assets.com/books/1405624402m/31862.jpg,https://images.gr-assets.com/books/1405624402s/31862.jpg,0
4715,44361,44361,2901756,26,031026345X,9780310263460.0,Rob Bell,2005.0,Velvet Elvis: Repainting the Christian Faith,Velvet Elvis: Repainting the Christian Faith,,3.77,18071,19629,1022,1176,1550,4112,6538,6253,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4727,18288,18288,1072226,383,521657296,9780521657300.0,"Immanuel Kant, Paul Guyer, Allen W. Wood",1781.0,Kritik der reinen Vernunft,Critique of Pure Reason,eng,3.92,19521,21509,454,688,1489,4643,6790,7899,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4733,385228,385228,2387235,410,140432078,9780140432080.0,John Stuart Mill,1859.0,On Liberty,On Liberty,eng,3.93,19604,21567,566,344,1201,5117,7759,7146,https://images.gr-assets.com/books/1459346459m/385228.jpg,https://images.gr-assets.com/books/1459346459s/385228.jpg,0
4738,16247792,16247792,22276283,34,425266516,9780425266520.0,Sylvain Reynard,2013.0,Gabriel's redemption,"Gabriel's Redemption (Gabriel's Inferno, #3)",eng,4.23,28331,31514,2648,484,1236,4764,9220,15810,https://images.gr-assets.com/books/1366632463m/16247792.jpg,https://images.gr-assets.com/books/1366632463s/16247792.jpg,0
4758,161744,161744,2548496,538,143036254,9780143036260.0,Thomas Paine,1776.0,Common Sense,Common Sense,eng,3.97,16864,22652,1122,281,1132,5353,8174,7712,https://images.gr-assets.com/books/1309209451m/161744.jpg,https://images.gr-assets.com/books/1309209451s/161744.jpg,0
4777,426025,426025,2902834,20,675093244,9780675093250.0,William Faulkner,1930.0,A Rose for Emily,A Rose for Emily and Other Stories,eng,4.06,22629,23045,419,287,1072,4609,8091,8986,https://images.gr-assets.com/books/1487468453m/426025.jpg,https://images.gr-assets.com/books/1487468453s/426025.jpg,0
4822,26596,26596,175882,6,871401525,9780871401530.0,E.E. Cummings,1991.0,E.E. Cummings: Complete Poems 1904-1962,"Complete Poems, 1904-1962",eng,4.35,18662,18814,196,203,429,2315,5491,10376,https://images.gr-assets.com/books/1355093052m/26596.jpg,https://images.gr-assets.com/books/1355093052s/26596.jpg,0
4880,73945,73945,1692879,306,865163480,9780865163480.0,"Plato, James J. Helm",-390.0,Απολογία,Apology,eng,4.15,18261,22265,671,301,818,3836,7668,9642,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4918,27252717,27252717,45217167,27,,,Elle Kennedy,2016.0,The Score,"The Score (Off-Campus, #3)",eng,4.27,32709,35287,3848,276,844,4572,12919,16676,https://images.gr-assets.com/books/1493326480m/27252717.jpg,https://images.gr-assets.com/books/1493326480s/27252717.jpg,0
4939,22904,22904,568437,70,805210555,9780805210550.0,"Franz Kafka, Nahum N. Glatzer, John Updike, Willa Muir, Edwin Muir, Tania Stern, James Stern, Ernst Kaiser, Eithne Wilkins",1946.0,Sämtliche Erzählungen,The Complete Stories,eng,4.34,18314,20541,485,201,454,2373,6549,10964,https://images.gr-assets.com/books/1223588017m/22904.jpg,https://images.gr-assets.com/books/1223588017s/22904.jpg,0
4942,48467,48467,1046530,60,374530637,9780374530630.0,Flannery O'Connor,1952.0,Wise Blood,Wise Blood,en-US,3.88,18053,20326,1675,511,1451,4492,7411,6461,https://images.gr-assets.com/books/1389629799m/48467.jpg,https://images.gr-assets.com/books/1389629799s/48467.jpg,0
4945,223838,223838,2620135,243,1557488150,9781557488150.0,Charles M. Sheldon,1896.0,In His Steps,In His Steps,,4.15,18254,19339,495,377,879,3394,5477,9212,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4972,414298,414298,3182399,28,375701907,9780375701900.0,Richard Russo,1997.0,Straight Man,Straight Man,eng,4.02,19358,20378,2118,263,931,3985,8177,7022,https://images.gr-assets.com/books/1430659357m/414298.jpg,https://images.gr-assets.com/books/1430659357s/414298.jpg,0
4974,87346,87346,1616484,240,413774031,9780413774030.0,"Anton Chekhov, Tom    Murphy",1904.0,Вишнëвый сад,The Cherry Orchard,eng,3.68,18914,22768,684,597,2154,6703,7892,5422,https://images.gr-assets.com/books/1464433142m/87346.jpg,https://images.gr-assets.com/books/1464433142s/87346.jpg,0
4996,545951,545951,1457974,107,679728899,9780679728890.0,Willa Cather,1927.0,Death Comes for the Archbishop,Death Comes for the Archbishop,eng,3.88,21343,23061,1865,580,1545,5347,8291,7298,https://images.gr-assets.com/books/1436632846m/545951.jpg,https://images.gr-assets.com/books/1436632846s/545951.jpg,0
4999,52823,52823,2115103,310,1854596373,9781854596380.0,"Molière, Martin Sorrell",1664.0,"Le Tartuffe, ou L’Imposteur",Tartuffe,eng,3.66,21061,24740,565,545,2313,7569,8829,5484,https://images.gr-assets.com/books/1319501006m/52823.jpg,https://images.gr-assets.com/books/1319501006s/52823.jpg,0
5019,34072,34072,1315,17,224063979,9780224063980.0,Chris Ware,2000.0,Jimmy Corrigan: The Smartest Kid on Earth,"Jimmy Corrigan, the Smartest Kid on Earth",,4.1,17128,19120,1083,664,1163,2855,5391,9047,https://images.gr-assets.com/books/1327962921m/34072.jpg,https://images.gr-assets.com/books/1327962921s/34072.jpg,0
5024,15054,15054,809754,37,679744479,9780679744470.0,Jeanette Winterson,1992.0,Written on the Body,Written on the Body,en-US,4.08,18203,19735,1377,344,997,3563,6619,8212,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5057,99208,99208,2803318,39,61129763,9780061129770.0,Edward Abbey,1975.0,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)","The Monkey Wrench Gang (Monkey Wrench Gang, #1)",en-US,4.08,15513,16889,1125,210,732,3053,6325,6569,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5060,9376345,9376345,13673332,23,451233182,9780451233190.0,Rachel Caine,2011.0,Bite Club,"Bite Club (The Morganville Vampires, #10)",eng,4.23,25064,26990,1131,233,892,4496,8183,13186,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5063,16093188,16093188,21899204,37,,,M. Leighton,2013.0,Up to Me,"Up to Me (The Bad Boys, #2)",eng,4.12,30597,32007,1862,285,1115,5664,12312,12631,https://images.gr-assets.com/books/1355328750m/16093188.jpg,https://images.gr-assets.com/books/1355328750s/16093188.jpg,0
5068,210404,210404,321811,74,195007778,9780195007770.0,Aldo Leopold,1949.0,A Sand County Almanac,A Sand County Almanac and Sketches Here and There,,4.24,16792,19142,908,184,601,2919,6156,9282,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5101,11472,11472,888905,33,312243359,9780312243360.0,Philip Gourevitch,1998.0,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,en-US,4.3,18716,19546,1331,205,420,2329,6920,9672,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5120,647,647,621375,73,312421435,9780312421430.0,Naomi Klein,1999.0,No Logo,No Logo,en-US,3.86,18792,20634,767,415,1279,4865,8205,5870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5128,4031,4031,1374605,59,375727272,9780375727280.0,Bret Easton Ellis,2005.0,Lunar Park,Lunar Park,,3.6,16431,18490,877,684,2040,5390,6336,4040,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5131,29519514,29519514,49812102,18,1682305031,9781682305030.0,Erin Watt,2016.0,Broken prince,"Broken Prince (The Royals, #2)",eng,4.11,21901,27170,3523,429,1312,4619,9216,11594,https://images.gr-assets.com/books/1464248584m/29519514.jpg,https://images.gr-assets.com/books/1464248584s/29519514.jpg,0
5146,424,424,1844,34,374521727,9780374521720.0,Joan Didion,1968.0,Slouching Towards Bethlehem: Essays,Slouching Towards Bethlehem,,4.24,17787,20348,1571,146,558,2866,7513,9265,https://images.gr-assets.com/books/1327952074m/424.jpg,https://images.gr-assets.com/books/1327952074s/424.jpg,0
5172,17316075,17316075,23984106,29,,2940016487080.0,Monica  Murphy,2013.0,Second Chance Boyfriend,"Second Chance Boyfriend (One Week Girlfriend, #2)",eng,4.06,30299,32638,2071,365,1294,6311,12594,12074,https://images.gr-assets.com/books/1370492442m/17316075.jpg,https://images.gr-assets.com/books/1370492442s/17316075.jpg,0
5178,22611920,22611920,42102987,14,,,Kristen Callihan,2014.0,The Hook Up,"The Hook Up (Game On, #1)",eng,4.04,27915,32489,2721,843,1261,5701,12718,11966,https://images.gr-assets.com/books/1407891923m/22611920.jpg,https://images.gr-assets.com/books/1407891923s/22611920.jpg,0
5189,28407,28407,941651,435,140447423,9780140447420.0,"Émile Zola, Roger Pearson",1885.0,Germinal,"Germinal (Les Rougon-Macquart, #13)",eng,4.09,19325,22012,844,466,1039,3732,7498,9277,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5190,13573795,13573795,19154849,6,,,Abbi Glines,2012.0,Ceaseless,"Ceaseless (Existence Trilogy, #3)",eng,4.2,27823,29045,1541,399,1186,4511,9053,13896,https://images.gr-assets.com/books/1351606331m/13573795.jpg,https://images.gr-assets.com/books/1351606331s/13573795.jpg,0
5197,16122034,16122034,21943079,11,1939392748,9781939392750.0,"J. Lynn, Jennifer L. Armentrout",2013.0,Frigid,"Frigid (Frigid, #1)",eng,3.79,32611,34703,2684,956,2529,9007,12602,9609,https://images.gr-assets.com/books/1364364323m/16122034.jpg,https://images.gr-assets.com/books/1364364323s/16122034.jpg,0
5202,4070095,4070095,4117200,12,307377326,9780307377330.0,David Mazzucchelli,2009.0,Asterios Polyp,Asterios Polyp,eng,4.19,19635,19916,1305,487,804,2827,6191,9607,https://images.gr-assets.com/books/1327877671m/4070095.jpg,https://images.gr-assets.com/books/1327877671s/4070095.jpg,0
5210,80369,80369,1946946,70,679752552,9780679752550.0,"Michel Foucault, Alan Sheridan, Thomas Mathiesen, Walter Seitter, Drago Braco Rotar",1975.0,Surveiller et punir. Naissance de la prison,Discipline and Punish: The Birth of the Prison,eng,4.21,16892,18390,593,224,539,2626,6772,8229,https://images.gr-assets.com/books/1400737037m/80369.jpg,https://images.gr-assets.com/books/1400737037s/80369.jpg,0
5223,12925063,12925063,18080558,9,1461072514,9781461072520.0,Amy A. Bartol,2013.0,Inescapable,"Inescapable (The Premonition, #1)",eng,4.05,25001,28592,1885,1019,1637,4720,8846,12370,https://images.gr-assets.com/books/1327896605m/12925063.jpg,https://images.gr-assets.com/books/1327896605s/12925063.jpg,0
5237,14362,14362,1828689,34,446675369,9780446675370.0,Rudolfo Anaya,1972.0,"Bless Me, Ultima","Bless Me, Ultima",en-US,3.74,18380,20665,1758,787,1874,5132,6964,5908,https://images.gr-assets.com/books/1474056548m/14362.jpg,https://images.gr-assets.com/books/1474056548s/14362.jpg,0
5250,11382346,16168721,16313871,9,,9780615408990.0,Jillian Dodd,2011.0,That Boy,"That Boy (That Boy, #1)",eng,3.96,20981,27836,2067,961,1809,5324,8920,10822,https://images.gr-assets.com/books/1305572809m/11382346.jpg,https://images.gr-assets.com/books/1305572809s/11382346.jpg,0
5273,49011,49011,47950,46,014017821X,9780140178210.0,Angela Carter,1979.0,The Bloody Chamber & Other Stories,The Bloody Chamber and Other Stories,eng,4.02,20438,25183,2060,408,1333,4853,9362,9227,https://images.gr-assets.com/books/1388633104m/49011.jpg,https://images.gr-assets.com/books/1388633104s/49011.jpg,0
5294,52873,52873,829351,21,802141676,9780802141680.0,Sherman Alexie,1993.0,The Lone Ranger and Tonto Fistfight in Heaven,The Lone Ranger and Tonto Fistfight in Heaven,en-US,4.09,18793,20157,1650,206,743,3514,8287,7407,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5300,17231976,17231976,23748095,9,061579615X,9780615796150.0,H.M. Ward,2013.0,Damaged,"Damaged (Damaged, #1)",eng,3.93,26073,29712,1857,538,1642,6816,10943,9773,https://images.gr-assets.com/books/1363632179m/17231976.jpg,https://images.gr-assets.com/books/1363632179s/17231976.jpg,0
5315,428,428,4703,35,374529949,9780374529950.0,"Joan Didion, David Thomson",1970.0,Play It as It Lays,Play It as It Lays,eng,3.86,17411,18447,1440,321,1263,4385,7114,5364,https://images.gr-assets.com/books/1327935636m/428.jpg,https://images.gr-assets.com/books/1327935636s/428.jpg,0
5327,457264,457264,879666,126,679724516,9780679724510.0,"Simone de Beauvoir, H.M. Parshley, Deirdre Bair",1949.0,"Le deuxième sexe: I. Les faits et les mythes, II. L'expérience vécue",The Second Sex,eng,4.09,18648,21160,833,243,794,3876,8087,8160,https://images.gr-assets.com/books/1327978178m/457264.jpg,https://images.gr-assets.com/books/1327978178s/457264.jpg,0
5330,4987,4987,1384043,78,385333900,9780385333900.0,Kurt Vonnegut Jr.,1979.0,Jailbird,Jailbird,eng,3.81,15643,17018,599,84,809,5084,7377,3664,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5346,11437,11437,790838,37,679722319,9780679722310.0,Raymond Carver,1988.0,Where I’m Calling From: The Selected Stories,Where I'm Calling From: New and Selected Stories,en-US,4.42,16617,17553,825,142,293,1581,5543,9994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5358,395182,395182,876732,76,140186301,9780140186310.0,"Kingsley Amis, David Lodge",1954.0,Lucky Jim,Lucky Jim,eng,3.79,17448,20137,1430,529,1518,5177,7389,5524,https://images.gr-assets.com/books/1373459729m/395182.jpg,https://images.gr-assets.com/books/1373459729s/395182.jpg,0
5363,18775365,18775365,26680498,13,147673190X,9781476731900.0,Jeff Hobbs,2014.0,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,eng,4.13,14451,16770,2163,219,531,2686,6804,6530,https://images.gr-assets.com/books/1420938377m/18775365.jpg,https://images.gr-assets.com/books/1420938377s/18775365.jpg,0
5376,89959,89959,86823,64,1557091528,9781557091530.0,Founding Fathers,1787.0,The Constitution of the United States of America,The Constitution of the United States of America,,4.54,16863,19933,340,254,461,1756,3180,14282,https://images.gr-assets.com/books/1328756752m/89959.jpg,https://images.gr-assets.com/books/1328756752s/89959.jpg,0
5386,53061,53061,17413130,283,60576170,9780060576170.0,"Thomas Mann, Michael Henry Heim, Michael Cunningham",1912.0,Der Tod in Venedig,Death in Venice,eng,3.73,17168,22848,1133,662,1971,6162,8044,6009,https://images.gr-assets.com/books/1410132000m/53061.jpg,https://images.gr-assets.com/books/1410132000s/53061.jpg,0
5389,175516,175516,15570703,256,1594561796,9781594561800.0,Edgar Allan Poe,1839.0,The Fall of the House of Usher,The Fall of the House of Usher,eng,3.92,26468,28453,794,314,1554,6878,10945,8762,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5392,5872,5872,9250,49,140236236,9780140236230.0,Pat Barker,1991.0,Regeneration,"Regeneration (Regeneration, #1)",en-GB,4.03,17126,19993,1168,268,906,3897,7880,7042,https://images.gr-assets.com/books/1365925619m/5872.jpg,https://images.gr-assets.com/books/1365925619s/5872.jpg,0
5420,61539,61539,1748176,85,226458083,9780226458080.0,Thomas S. Kuhn,1962.0,The Structure of Scientific Revolutions,The Structure of Scientific Revolutions,eng,3.98,15950,17508,838,484,1003,3297,6234,6490,https://images.gr-assets.com/books/1396422530m/61539.jpg,https://images.gr-assets.com/books/1396422530s/61539.jpg,0
5450,20803962,20803962,25720207,19,,,"Penelope Douglas, Nelson Hobbs",2013.0,Until You,"Until You (Fall Away, #1.5)",,4.36,16757,30100,2107,231,616,3447,9658,16148,https://images.gr-assets.com/books/1392309696m/20803962.jpg,https://images.gr-assets.com/books/1392309696s/20803962.jpg,0
5457,17558817,17558817,24486783,28,,,"J. Lynn, Jennifer L. Armentrout",2014.0,Be with Me,"Be with Me (Wait for You, #2)",eng,4.15,32046,34513,2585,273,1133,5585,13508,14014,https://images.gr-assets.com/books/1380210727m/17558817.jpg,https://images.gr-assets.com/books/1380210727s/17558817.jpg,0
5503,23587984,23587984,43191048,15,,,Colleen Hoover,2014.0,Maybe Not,"Maybe Not (Maybe, #1.5)",en-US,4.14,26102,27105,3030,310,1009,4677,9769,11340,https://images.gr-assets.com/books/1416381591m/23587984.jpg,https://images.gr-assets.com/books/1416381591s/23587984.jpg,0
5513,16090981,16090981,21895518,8,,,Tarryn Fisher,2013.0,Thief,"Thief (Love Me with Lies, #3)",eng,4.4,28533,28779,3489,340,755,2930,7815,16939,https://images.gr-assets.com/books/1361401256m/16090981.jpg,https://images.gr-assets.com/books/1361401256s/16090981.jpg,0
5525,115130,115130,1834339,74,6471250,9780006471260.0,Sidney Sheldon,1976.0,A Stranger in the Mirror,A Stranger In The Mirror,eng,3.61,15606,16639,330,430,1621,5518,5509,3561,https://images.gr-assets.com/books/1418330902m/115130.jpg,https://images.gr-assets.com/books/1418330902s/115130.jpg,0
5530,16122163,16122163,21732137,6,62267728,9780062267730.0,Molly McAdams,2012.0,,"From Ashes (From Ashes, #1)",en-GB,4.13,11196,26167,1591,761,1238,3866,8237,12065,https://images.gr-assets.com/books/1361745082m/16122163.jpg,https://images.gr-assets.com/books/1361745082s/16122163.jpg,0
5540,104837,104837,717119,635,743482859,9780743482850.0,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606.0,The Tragedie of Antony and Cleopatra,Antony and Cleopatra,eng,3.67,20594,24111,848,369,2123,7948,8298,5373,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5555,17204860,17204860,23682783,26,,,Jay Crownover,2013.0,Jet,"Jet (Marked Men, #2)",eng,4.09,32332,33587,2153,239,1063,6256,13787,12242,https://images.gr-assets.com/books/1367338347m/17204860.jpg,https://images.gr-assets.com/books/1367338347s/17204860.jpg,0
5571,260791,260791,252777,27,157683932X,9781576839320.0,"Jerry Bridges, Foster W. Cline, Jim Fay",1978.0,The Pursuit of Holiness,The Pursuit of Holiness,eng,4.28,14574,14915,306,148,345,2131,4793,7498,https://images.gr-assets.com/books/1372784705m/260791.jpg,https://images.gr-assets.com/books/1372784705s/260791.jpg,0
5584,13345975,13345975,18562276,9,,9781476271420.0,K.A. Linde,2012.0,Avoiding Commitment,"Avoiding Commitment (Avoiding, #1)",eng,3.85,28253,29510,2452,1444,2174,5960,9706,10226,https://images.gr-assets.com/books/1343768792m/13345975.jpg,https://images.gr-assets.com/books/1343768792s/13345975.jpg,0
5602,22540125,22540125,26217310,55,1476792496,9781476792490.0,Anna Todd,2013.0,After We Collided,"After We Collided (After, #2)",eng,3.73,16338,24827,1795,1619,2520,5459,6492,8737,https://images.gr-assets.com/books/1416788471m/22540125.jpg,https://images.gr-assets.com/books/1416788471s/22540125.jpg,0
5629,5198,5198,2458248,60,452280397,9780452280400.0,Toni Morrison,1997.0,,Paradise,eng,3.77,17524,19079,775,685,1415,4877,6688,5414,https://images.gr-assets.com/books/1327935897m/5198.jpg,https://images.gr-assets.com/books/1327935897s/5198.jpg,0
5637,159964,159964,154391,259,938077872,9780938077880.0,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",-500.0,धर्मपद [Dhammapada],The Dhammapada,eng,4.29,12639,17114,616,213,516,2436,4866,9083,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5700,6194,6194,1155689,91,140283358,9780140283360.0,J.M. Coetzee,1980.0,Waiting for the Barbarians,Waiting for the Barbarians,eng,3.94,14830,18453,1308,297,1039,3894,7429,5794,https://images.gr-assets.com/books/1330879044m/6194.jpg,https://images.gr-assets.com/books/1330879044s/6194.jpg,0
5704,4630,4630,3347070,122,684859238,9780684859230.0,Ernest Hemingway,1937.0,To Have and Have Not,To Have and Have Not,eng,3.57,16074,18970,1097,469,1917,6388,6719,3477,https://images.gr-assets.com/books/1400886825m/4630.jpg,https://images.gr-assets.com/books/1400886825s/4630.jpg,0
5716,142080,142080,756454,25,151189781,9780151189790.0,T.S. Eliot,1963.0,Collected Poems 1909-1962,"Collected Poems, 1909-1962",eng,4.29,17192,17768,178,162,483,2510,5491,9122,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5768,16096514,16096514,21904550,13,62267175,9780062267180.0,Nicole  Williams,2013.0,Crush,"Crush (Crash, #3)",en-US,4.24,26188,27941,1643,270,906,4031,9269,13465,https://images.gr-assets.com/books/1350690968m/16096514.jpg,https://images.gr-assets.com/books/1350690968s/16096514.jpg,0
5785,123933,123933,8826974,52,573613052,9780573613050.0,Jean-Paul Sartre,1944.0,Huis clos,No Exit,eng,4.13,16533,18378,674,253,663,3148,6725,7589,https://images.gr-assets.com/books/1362639118m/123933.jpg,https://images.gr-assets.com/books/1362639118s/123933.jpg,0
5832,11262424,11262424,16189235,20,,,Tammara Webber,2011.0,Between the Lines,"Between the Lines (Between the Lines, #1)",eng,3.71,25991,26500,1484,748,2053,7617,9801,6281,https://images.gr-assets.com/books/1367082644m/11262424.jpg,https://images.gr-assets.com/books/1367082644s/11262424.jpg,0
5845,56157,56157,54726,27,60520620,9780060520620.0,Laura C. Schlessinger,2003.0,The Proper Care and Feeding of Husbands,The Proper Care and Feeding of Husbands,,3.71,13465,14384,1867,892,1233,3326,4700,4233,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5853,406373,406373,24158213,951,385031149,9780385031140.0,"Johann Wolfgang von Goethe, Walter Kaufmann",1832.0,Faust. Der Tragödie erster und zweiter Teil,Faust,eng,3.97,15864,20799,831,347,1202,4570,7299,7381,https://images.gr-assets.com/books/1320404568m/406373.jpg,https://images.gr-assets.com/books/1320404568s/406373.jpg,0
5854,16172634,16172634,22020637,29,62273264,9780062273260.0,Cora Carmack,2013.0,Faking It,"Faking It (Losing It, #2)",eng,3.96,27707,29813,2532,308,1368,6759,12181,9197,https://images.gr-assets.com/books/1360560023m/16172634.jpg,https://images.gr-assets.com/books/1360560023s/16172634.jpg,0
5863,30852,30852,1759,31,679721886,9780679721890.0,Maxine Hong Kingston,1975.0,The Woman Warrior: Memoirs of a Girlhood Among Ghosts,The Woman Warrior,en-US,3.72,17781,19459,1113,531,1686,5293,7098,4851,https://images.gr-assets.com/books/1418654290m/30852.jpg,https://images.gr-assets.com/books/1418654290s/30852.jpg,0
5888,16102880,16102880,21913852,7,,,A. Meredith Walters,2012.0,,"Bad Rep (Bad Rep, #1)",en-GB,3.91,24287,24367,1179,575,1389,5401,9407,7595,https://images.gr-assets.com/books/1351282857m/16102880.jpg,https://images.gr-assets.com/books/1351282857s/16102880.jpg,0
5906,104734,104734,1146102,68,1860499260,9781860499260.0,"Eve Ensler, Gloria Steinem",1996.0,The Vagina Monologues,The Vagina Monologues,,3.86,17935,21359,1455,503,1507,5061,7687,6601,https://images.gr-assets.com/books/1327243997m/104734.jpg,https://images.gr-assets.com/books/1327243997s/104734.jpg,0
5931,20563,20563,21503633,390,375759018,9780375759020.0,"George Eliot, Joanna Trollope, Hugh Osborne",1859.0,Adam Bede,Adam Bede,,3.77,17777,19423,659,650,1475,4959,6999,5340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5940,19164,19164,2377265,385,195087453,9780195087450.0,"Dante Alighieri, Robert M. Durling",1320.0,Purgatorio,"Purgatorio (The Divine Comedy, #2)",ita,4.01,13740,17533,511,210,1038,3980,5436,6869,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5978,72657,72657,915602,59,826412769,9780826412770.0,"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull",1968.0,Pedagogia do Oprimido,Pedagogy of the Oppressed,eng,4.25,16401,17491,939,266,630,2446,5324,8825,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5998,16152943,16152943,21990534,10,098870742X,9780988707400.0,Kelly Elliott,2012.0,,"Wanted (Wanted, #1)",en-US,3.98,22039,25987,1781,1469,1776,4215,6941,11586,https://images.gr-assets.com/books/1354255331m/16152943.jpg,https://images.gr-assets.com/books/1354255331s/16152943.jpg,0
6004,9712492,9712492,14601010,18,615417175,9780615417170.0,Jamie McGuire,2010.0,Providence,"Providence (Providence, #1)",eng,4.0,23568,25209,1786,717,1428,4663,8701,9700,https://images.gr-assets.com/books/1358276101m/9712492.jpg,https://images.gr-assets.com/books/1358276101s/9712492.jpg,0
